Time,Total Consumption,Total Production,Token Balance,P2P Price,Grid Price,Purchase Price,Energy Deficit,Energy Surplus,Storage Level S1,Storage Level S2
2023-06-01 16:00,8.780000000000001,15.66,129.77620000000002,0.5,0.38,0.6,0.0,6.66,3.34,20.0
2023-06-01 17:00,9.99,13.38,131.4712,0.5,0.35,0.7,0.0,0.0,6.73,20.0
2023-06-01 18:00,7.84,10.14,132.62120000000002,0.5,0.3,0.8,0.0,0.0,9.030000000000001,20.0
2023-06-01 19:00,9.25,7.24,131.61620000000002,0.5,0.28,0.85,0.0,0.0,7.020000000000001,20.0
2023-06-01 20:00,8.01,3.96,129.59120000000001,0.5,0.25,0.75,0.0,0.0,2.9700000000000015,20.0
2023-06-01 21:00,4.779999999999999,2.16,128.2812,0.5,0.22,0.6,0.0,0.0,0.3500000000000023,20.0
2023-06-01 22:00,5.6499999999999995,0.42,125.6662,0.5,0.2,0.5,0.0,0.0,0.0,15.120000000000003
2023-06-01 23:00,4.07,0.0,123.6312,0.5,0.19,0.45,0.0,0.0,0.0,11.050000000000002
2023-06-02 00:00,3.95,0.0,121.65620000000001,0.5,0.2,0.4,0.0,0.0,0.0,7.100000000000002
2023-06-02 01:00,5.680000000000001,0.0,118.81620000000001,0.5,0.18,0.38,0.0,0.0,0.0,1.4200000000000017
2023-06-02 02:00,4.7700000000000005,0.0,116.5652,0.5,0.18,0.36,3.3499999999999988,0.0,0.0,0.0
2023-06-02 03:00,4.88,0.36,114.5764,0.5,0.17,0.34,4.52,0.0,0.0,0.0
2023-06-02 04:00,4.959999999999999,2.12,113.2984,0.5,0.17,0.35,2.839999999999999,0.0,0.0,0.0
2023-06-02 05:00,4.14,4.96,113.7084,0.5,0.18,0.38,0.0,0.0,0.8200000000000003,0.0
2023-06-02 06:00,5.1,7.58,114.94839999999999,0.5,0.22,0.45,0.0,0.0,3.3000000000000007,0.0
2023-06-02 07:00,8.36,10.44,115.9884,0.5,0.3,0.6,0.0,0.0,5.380000000000001,0.0
2023-06-02 08:00,8.15,14.96,119.3934,0.5,0.35,0.75,0.0,0.0,10.0,2.1900000000000013
2023-06-02 09:00,8.36,14.76,122.5934,0.5,0.4,0.7,0.0,0.0,10.0,8.590000000000002
2023-06-02 10:00,9.07,18.5,127.3084,0.5,0.42,0.55,0.0,0.0,10.0,18.020000000000003
2023-06-02 11:00,9.74,21.4,133.6224,0.5,0.45,0.5,0.0,9.680000000000001,0.3199999999999985,20.0
2023-06-02 12:00,10.600000000000001,22.34,139.61599999999999,0.5,0.46,0.48,0.0,2.059999999999997,7.940000000000003,20.0
2023-06-02 13:00,8.51,20.52,146.11849999999998,0.5,0.45,0.46,0.0,9.950000000000003,0.04999999999999716,20.0
2023-06-02 14:00,9.41,18.26,150.5435,0.5,0.44,0.47,0.0,0.0,8.899999999999999,20.0
2023-06-02 15:00,9.280000000000001,19.0,155.4035,0.5,0.4,0.52,0.0,8.619999999999997,1.3800000000000026,20.0
2023-06-02 16:00,8.24,16.62,159.5935,0.5,0.38,0.6,0.0,0.0,9.760000000000003,20.0
2023-06-02 17:00,9.19,11.54,160.663,0.5,0.35,0.7,0.0,2.110000000000003,7.889999999999997,20.0
2023-06-02 18:00,9.02,10.68,161.49300000000002,0.5,0.3,0.8,0.0,0.0,9.549999999999997,20.0
2023-06-02 19:00,7.9,6.8,160.943,0.5,0.28,0.85,0.0,0.0,8.449999999999996,20.0
2023-06-02 20:00,7.6499999999999995,3.76,158.99800000000002,0.5,0.25,0.75,0.0,0.0,4.559999999999996,20.0
2023-06-02 21:00,4.63,2.0,157.68300000000002,0.5,0.22,0.6,0.0,0.0,1.9299999999999962,20.0
2023-06-02 22:00,4.47,0.44,155.668,0.5,0.2,0.5,0.0,0.0,0.0,17.9
2023-06-02 23:00,5.319999999999999,0.0,153.008,0.5,0.19,0.45,0.0,0.0,0.0,12.579999999999998
2023-06-03 00:00,6.05,0.0,149.983,0.5,0.2,0.4,0.0,0.0,0.0,6.5299999999999985
2023-06-03 01:00,4.38,0.0,147.793,0.5,0.18,0.38,0.0,0.0,0.0,2.1499999999999986
2023-06-03 02:00,5.779999999999999,0.0,145.0482,0.5,0.18,0.36,3.630000000000001,0.0,0.0,0.0
2023-06-03 03:00,4.79,0.4,143.1166,0.5,0.17,0.34,4.39,0.0,0.0,0.0
2023-06-03 04:00,4.11,1.86,142.10410000000002,0.5,0.17,0.35,2.25,0.0,0.0,0.0
2023-06-03 05:00,5.48,5.02,141.88330000000002,0.5,0.18,0.38,0.46000000000000085,0.0,0.0,0.0
2023-06-03 06:00,4.7299999999999995,8.0,143.5183,0.5,0.22,0.45,0.0,0.0,3.2700000000000005,0.0
2023-06-03 07:00,8.49,11.86,145.2033,0.5,0.3,0.6,0.0,0.0,6.64,0.0
2023-06-03 08:00,9.02,13.58,147.4833,0.5,0.35,0.75,0.0,0.0,10.0,1.2000000000000002
2023-06-03 09:00,8.23,16.5,151.6183,0.5,0.4,0.7,0.0,0.0,10.0,9.469999999999999
2023-06-03 10:00,8.85,17.74,156.0633,0.5,0.42,0.55,0.0,0.0,10.0,18.36
2023-06-03 11:00,8.41,21.38,163.1148,0.5,0.45,0.5,0.0,11.329999999999998,10.0,8.670000000000002
2023-06-03 12:00,8.36,22.24,170.2078,0.5,0.46,0.48,0.0,2.5500000000000007,7.449999999999999,20.0
2023-06-03 13:00,8.44,20.9,176.9333,0.5,0.45,0.46,0.0,9.909999999999998,0.09000000000000163,20.0
2023-06-03 14:00,8.629999999999999,17.48,181.3583,0.5,0.44,0.47,0.0,0.0,8.940000000000003,20.0
2023-06-03 15:00,8.75,16.46,185.2133,0.5,0.4,0.52,0.0,6.650000000000004,3.349999999999996,20.0
2023-06-03 16:00,8.68,16.54,189.1191,0.5,0.38,0.6,0.0,1.2099999999999955,8.790000000000004,20.0
2023-06-03 17:00,9.649999999999999,12.9,190.6421,0.5,0.35,0.7,0.0,2.0400000000000063,7.959999999999994,20.0
2023-06-03 18:00,7.68,10.74,192.07010000000002,0.5,0.3,0.8,0.0,1.0199999999999942,8.980000000000006,20.0
2023-06-03 19:00,8.76,6.6,190.9901,0.5,0.28,0.85,0.0,0.0,6.820000000000006,20.0
2023-06-03 20:00,8.690000000000001,4.16,188.7251,0.5,0.25,0.75,0.0,0.0,2.2900000000000045,20.0
2023-06-03 21:00,6.29,1.88,186.52009999999999,0.5,0.22,0.6,0.0,0.0,0.0,17.880000000000003
2023-06-03 22:00,4.56,0.36,184.4201,0.5,0.2,0.5,0.0,0.0,0.0,13.680000000000003
2023-06-03 23:00,4.91,0.0,181.96509999999998,0.5,0.19,0.45,0.0,0.0,0.0,8.770000000000003
2023-06-04 00:00,5.3999999999999995,0.0,179.2651,0.5,0.2,0.4,0.0,0.0,0.0,3.3700000000000037
2023-06-04 01:00,4.640000000000001,0.0,176.9705,0.5,0.18,0.38,1.269999999999997,0.0,0.0,0.0
2023-06-04 02:00,5.970000000000001,0.0,174.22429999999997,0.5,0.18,0.36,5.970000000000001,0.0,0.0,0.0
2023-06-04 03:00,5.87,0.36,171.79989999999998,0.5,0.17,0.34,5.51,0.0,0.0,0.0
2023-06-04 04:00,4.0,2.02,170.90889999999996,0.5,0.17,0.35,1.98,0.0,0.0,0.0
2023-06-04 05:00,5.180000000000001,4.72,170.68809999999996,0.5,0.18,0.38,0.46000000000000085,0.0,0.0,0.0
2023-06-04 06:00,4.79,8.62,172.60309999999996,0.5,0.22,0.45,0.0,0.0,3.829999999999999,0.0
2023-06-04 07:00,7.61,11.96,174.77809999999997,0.5,0.3,0.6,0.0,0.0,8.18,0.0
2023-06-04 08:00,9.62,14.86,177.39809999999997,0.5,0.35,0.75,0.0,0.0,10.0,3.42
2023-06-04 09:00,10.42,15.92,180.14809999999997,0.5,0.4,0.7,0.0,0.0,10.0,8.92
2023-06-04 10:00,8.750000000000002,17.1,184.32309999999998,0.5,0.42,0.55,0.0,0.0,10.0,17.27
2023-06-04 11:00,8.85,19.96,190.29709999999997,0.5,0.45,0.5,0.0,8.38,1.6199999999999992,20.0
2023-06-04 12:00,12.51,19.84,193.96209999999996,0.5,0.46,0.48,0.0,0.0,8.95,20.0
2023-06-04 13:00,8.56,19.14,199.72859999999997,0.5,0.45,0.46,0.0,9.53,0.47000000000000064,20.0
2023-06-04 14:00,10.36,18.98,204.03859999999997,0.5,0.44,0.47,0.0,0.0,9.090000000000002,20.0
2023-06-04 15:00,9.540000000000001,17.92,208.2286,0.5,0.4,0.52,0.0,7.470000000000002,2.5299999999999976,20.0
2023-06-04 16:00,9.33,15.06,211.0936,0.5,0.38,0.6,0.0,0.0,8.259999999999998,20.0
2023-06-04 17:00,7.78,13.42,213.7186,0.5,0.35,0.7,0.0,3.8999999999999977,6.100000000000002,20.0
2023-06-04 18:00,8.620000000000001,10.92,214.86860000000001,0.5,0.3,0.8,0.0,0.0,8.400000000000002,20.0
2023-06-04 19:00,9.42,6.74,213.5286,0.5,0.28,0.85,0.0,0.0,5.720000000000002,20.0
2023-06-04 20:00,8.75,3.66,210.98360000000002,0.5,0.25,0.75,0.0,0.0,0.6300000000000026,20.0
2023-06-04 21:00,4.18,2.06,209.92360000000002,0.5,0.22,0.6,0.0,0.0,0.0,18.51
2023-06-04 22:00,6.180000000000001,0.42,207.04360000000003,0.5,0.2,0.5,0.0,0.0,0.0,12.75
2023-06-04 23:00,4.06,0.0,205.01360000000003,0.5,0.19,0.45,0.0,0.0,0.0,8.690000000000001
2023-06-05 00:00,4.3999999999999995,0.0,202.81360000000004,0.5,0.2,0.4,0.0,0.0,0.0,4.290000000000002
2023-06-05 01:00,5.7,0.0,199.99180000000004,0.5,0.18,0.38,1.4099999999999984,0.0,0.0,0.0
2023-06-05 02:00,4.5,0.0,197.92180000000005,0.5,0.18,0.36,4.5,0.0,0.0,0.0
2023-06-05 03:00,5.3,0.42,195.77460000000005,0.5,0.17,0.34,4.88,0.0,0.0,0.0
2023-06-05 04:00,5.06,2.06,194.42460000000003,0.5,0.17,0.35,2.9999999999999996,0.0,0.0,0.0
2023-06-05 05:00,5.43,4.94,194.1894,0.5,0.18,0.38,0.4899999999999993,0.0,0.0,0.0
2023-06-05 06:00,6.289999999999999,7.3,194.6944,0.5,0.22,0.45,0.0,0.0,1.0100000000000007,0.0
2023-06-05 07:00,8.4,11.62,196.3044,0.5,0.3,0.6,0.0,0.0,4.2299999999999995,0.0
2023-06-05 08:00,8.59,14.58,199.2994,0.5,0.35,0.75,0.0,0.0,10.0,0.21999999999999975
2023-06-05 09:00,8.34,17.58,203.9194,0.5,0.4,0.7,0.0,0.0,10.0,9.459999999999997
2023-06-05 10:00,8.219999999999999,17.52,208.5694,0.5,0.42,0.55,0.0,0.0,10.0,18.759999999999998
2023-06-05 11:00,8.41,19.4,214.5519,0.5,0.45,0.5,0.0,9.749999999999996,0.25000000000000355,20.0
2023-06-05 12:00,10.16,21.86,220.51889999999997,0.5,0.46,0.48,0.0,1.9500000000000028,8.049999999999997,20.0
2023-06-05 13:00,9.48,21.92,227.26339999999996,0.5,0.45,0.46,0.0,10.489999999999998,10.0,9.510000000000002
2023-06-05 14:00,10.09,19.0,231.71839999999997,0.5,0.44,0.47,0.0,0.0,10.0,18.42
2023-06-05 15:00,8.17,18.56,236.91339999999997,0.5,0.4,0.52,0.0,8.81,1.1899999999999995,20.0
2023-06-05 16:00,8.66,17.38,241.27339999999998,0.5,0.38,0.6,0.0,0.0,9.909999999999998,20.0
2023-06-05 17:00,8.75,12.22,242.83939999999996,0.5,0.35,0.7,0.0,3.379999999999999,6.620000000000001,20.0
2023-06-05 18:00,9.42,9.1,242.67939999999996,0.5,0.3,0.8,0.0,0.0,6.300000000000001,20.0
2023-06-05 19:00,8.13,6.66,241.94439999999994,0.5,0.28,0.85,0.0,0.0,4.83,20.0
2023-06-05 20:00,7.920000000000001,4.24,240.10439999999994,0.5,0.25,0.75,0.0,0.0,1.1499999999999995,20.0
2023-06-05 21:00,4.38,2.14,238.98439999999997,0.5,0.22,0.6,0.0,0.0,0.0,18.91
2023-06-05 22:00,5.540000000000001,0.36,236.39439999999996,0.5,0.2,0.5,0.0,0.0,0.0,13.73
2023-06-05 23:00,4.680000000000001,0.0,234.05439999999996,0.5,0.19,0.45,0.0,0.0,0.0,9.05
2023-06-06 00:00,4.699999999999999,0.0,231.70439999999996,0.5,0.2,0.4,0.0,0.0,0.0,4.350000000000001
2023-06-06 01:00,5.24,0.0,229.10219999999995,0.5,0.18,0.38,0.8899999999999988,0.0,0.0,0.0
2023-06-06 02:00,4.86,0.0,226.86659999999998,0.5,0.18,0.36,4.86,0.0,0.0,0.0
2023-06-06 03:00,5.829999999999999,0.36,224.45979999999997,0.5,0.17,0.34,5.469999999999999,0.0,0.0,0.0
2023-06-06 04:00,4.67,1.82,223.17729999999997,0.5,0.17,0.35,2.8499999999999996,0.0,0.0,0.0
2023-06-06 05:00,5.069999999999999,4.96,223.12449999999998,0.5,0.18,0.38,0.10999999999999943,0.0,0.0,0.0
2023-06-06 06:00,4.58,7.94,224.8045,0.5,0.22,0.45,0.0,0.0,3.3600000000000003,0.0
2023-06-06 07:00,7.7299999999999995,10.52,226.1995,0.5,0.3,0.6,0.0,0.0,6.15,0.0
2023-06-06 08:00,7.93,13.52,228.99450000000002,0.5,0.35,0.75,0.0,0.0,10.0,1.7400000000000002
2023-06-06 09:00,7.7700000000000005,15.64,232.92950000000002,0.5,0.4,0.7,0.0,0.0,10.0,9.61
2023-06-06 10:00,9.479999999999999,19.58,237.97950000000003,0.5,0.42,0.55,0.0,0.0,10.0,19.71
2023-06-06 11:00,8.670000000000002,19.66,244.00950000000003,0.5,0.45,0.5,0.0,10.7,10.0,9.3
2023-06-06 12:00,10.07,21.74,249.90270000000004,0.5,0.46,0.48,0.0,0.9699999999999989,9.030000000000001,20.0
2023-06-06 13:00,9.31,18.3,254.79870000000005,0.5,0.45,0.46,0.0,8.020000000000001,1.9799999999999986,20.0
2023-06-06 14:00,7.9399999999999995,19.3,260.61230000000006,0.5,0.44,0.47,0.0,3.34,6.66,20.0
2023-06-06 15:00,9.11,16.38,264.24730000000005,0.5,0.4,0.52,0.0,3.9299999999999997,6.07,20.0
2023-06-06 16:00,7.860000000000001,14.84,267.6763,0.5,0.38,0.6,0.0,3.049999999999999,6.950000000000001,20.0
2023-06-06 17:00,7.7,13.6,270.48380000000003,0.5,0.35,0.7,0.0,2.8500000000000005,7.1499999999999995,20.0
2023-06-06 18:00,8.09,10.64,271.7588,0.5,0.3,0.8,0.0,0.0,9.7,20.0
2023-06-06 19:00,8.84,6.54,270.60880000000003,0.5,0.28,0.85,0.0,0.0,7.3999999999999995,20.0
2023-06-06 20:00,8.67,4.18,268.3638,0.5,0.25,0.75,0.0,0.0,2.9099999999999993,20.0
2023-06-06 21:00,5.090000000000001,2.02,266.82880000000006,0.5,0.22,0.6,0.0,0.0,0.0,19.84
2023-06-06 22:00,4.75,0.42,264.66380000000004,0.5,0.2,0.5,0.0,0.0,0.0,15.51
2023-06-06 23:00,5.54,0.0,261.89380000000006,0.5,0.19,0.45,0.0,0.0,0.0,9.969999999999999
2023-06-07 00:00,5.34,0.0,259.22380000000004,0.5,0.2,0.4,0.0,0.0,0.0,4.629999999999999
2023-06-07 01:00,5.59,0.0,256.44800000000004,0.5,0.18,0.38,0.9600000000000009,0.0,0.0,0.0
2023-06-07 02:00,5.029999999999999,0.0,254.13420000000005,0.5,0.18,0.36,5.029999999999999,0.0,0.0,0.0
2023-06-07 03:00,4.16,0.42,252.48860000000005,0.5,0.17,0.34,3.74,0.0,0.0,0.0
2023-06-07 04:00,4.2,1.96,251.48060000000007,0.5,0.17,0.35,2.24,0.0,0.0,0.0
2023-06-07 05:00,6.05,4.78,250.87100000000007,0.5,0.18,0.38,1.2699999999999996,0.0,0.0,0.0
2023-06-07 06:00,6.04,7.96,251.83100000000007,0.5,0.22,0.45,0.0,0.0,1.92,0.0
2023-06-07 07:00,9.36,10.84,252.57100000000008,0.5,0.3,0.6,0.0,0.0,3.4000000000000004,0.0
2023-06-07 08:00,9.15,13.34,254.66600000000008,0.5,0.35,0.75,0.0,0.0,7.59,0.0
2023-06-07 09:00,8.56,17.46,259.1160000000001,0.5,0.4,0.7,0.0,0.0,10.0,6.49
2023-06-07 10:00,9.479999999999999,18.22,263.4860000000001,0.5,0.42,0.55,0.0,0.0,10.0,15.23
2023-06-07 11:00,8.54,19.06,269.03350000000006,0.5,0.45,0.5,0.0,5.75,4.25,20.0
2023-06-07 12:00,10.399999999999999,21.74,275.03890000000007,0.5,0.46,0.48,0.0,5.59,4.41,20.0
2023-06-07 13:00,10.11,19.52,279.9349000000001,0.5,0.45,0.46,0.0,3.8200000000000003,6.18,20.0
2023-06-07 14:00,8.22,18.54,285.3549000000001,0.5,0.44,0.47,0.0,6.499999999999998,3.5000000000000018,20.0
2023-06-07 15:00,9.370000000000001,18.8,290.06990000000013,0.5,0.4,0.52,0.0,2.9300000000000015,7.0699999999999985,20.0
2023-06-07 16:00,8.77,15.46,293.3397000000001,0.5,0.38,0.6,0.0,3.76,6.24,20.0
2023-06-07 17:00,8.809999999999999,13.02,295.42220000000015,0.5,0.35,0.7,0.0,0.45000000000000107,9.549999999999999,20.0
2023-06-07 18:00,9.54,10.04,295.66720000000015,0.5,0.3,0.8,0.0,0.049999999999998934,9.950000000000001,20.0
2023-06-07 19:00,7.51,7.04,295.43220000000014,0.5,0.28,0.85,0.0,0.0,9.48,20.0
2023-06-07 20:00,8.450000000000001,3.86,293.1372000000001,0.5,0.25,0.75,0.0,0.0,4.889999999999999,20.0
2023-06-07 21:00,4.470000000000001,2.02,291.9122000000001,0.5,0.22,0.6,0.0,0.0,2.439999999999998,20.0
2023-06-07 22:00,4.8500000000000005,0.4,289.6872000000001,0.5,0.2,0.5,0.0,0.0,0.0,17.99
2023-06-07 23:00,4.84,0.0,287.26720000000006,0.5,0.19,0.45,0.0,0.0,0.0,13.149999999999999
2023-06-08 00:00,5.17,0.0,284.6822000000001,0.5,0.2,0.4,0.0,0.0,0.0,7.979999999999999
2023-06-08 01:00,4.54,0.0,282.4122000000001,0.5,0.18,0.38,0.0,0.0,0.0,3.4399999999999986
2023-06-08 02:00,3.86,0.0,280.4990000000001,0.5,0.18,0.36,0.42000000000000126,0.0,0.0,0.0
2023-06-08 03:00,4.26,0.42,278.80940000000004,0.5,0.17,0.34,3.84,0.0,0.0,0.0
2023-06-08 04:00,5.87,1.92,277.03190000000006,0.5,0.17,0.35,3.95,0.0,0.0,0.0
2023-06-08 05:00,4.779999999999999,4.7,276.9935000000001,0.5,0.18,0.38,0.07999999999999918,0.0,0.0,0.0
2023-06-08 06:00,4.569999999999999,7.26,278.3385000000001,0.5,0.22,0.45,0.0,0.0,2.6900000000000004,0.0
2023-06-08 07:00,4.93,11.08,281.4135000000001,0.5,0.3,0.6,0.0,0.0,8.84,0.0
2023-06-08 08:00,7.83,13.32,284.1585000000001,0.5,0.35,0.75,0.0,0.0,10.0,4.33
2023-06-08 09:00,9.83,14.78,286.63350000000014,0.5,0.4,0.7,0.0,0.0,10.0,9.28
2023-06-08 10:00,9.799999999999999,18.04,290.75350000000014,0.5,0.42,0.55,0.0,0.0,10.0,17.52
2023-06-08 11:00,10.040000000000001,19.18,295.65650000000016,0.5,0.45,0.5,0.0,6.659999999999998,3.3400000000000016,20.0
2023-06-08 12:00,9.03,20.38,301.61290000000014,0.5,0.46,0.48,0.0,4.690000000000001,5.309999999999999,20.0
2023-06-08 13:00,9.5,19.46,306.8564000000002,0.5,0.45,0.46,0.0,5.27,4.73,20.0
2023-06-08 14:00,8.27,20.1,313.03380000000016,0.5,0.44,0.47,0.0,6.560000000000002,3.4399999999999977,20.0
2023-06-08 15:00,9.34,17.28,317.0038000000001,0.5,0.4,0.52,0.0,1.379999999999999,8.620000000000001,20.0
2023-06-08 16:00,8.73,17.52,321.25060000000013,0.5,0.38,0.6,0.0,7.41,2.59,20.0
2023-06-08 17:00,7.819999999999999,12.54,323.61060000000015,0.5,0.35,0.7,0.0,0.0,7.31,20.0
2023-06-08 18:00,7.84,9.2,324.29060000000015,0.5,0.3,0.8,0.0,0.0,8.669999999999998,20.0
2023-06-08 19:00,7.92,7.52,324.09060000000017,0.5,0.28,0.85,0.0,0.0,8.269999999999998,20.0
2023-06-08 20:00,8.56,4.24,321.93060000000014,0.5,0.25,0.75,0.0,0.0,3.9499999999999975,20.0
2023-06-08 21:00,8.9,1.96,318.4606000000001,0.5,0.22,0.6,0.0,0.0,0.0,17.009999999999998
2023-06-08 22:00,4.1899999999999995,0.44,316.5856000000001,0.5,0.2,0.5,0.0,0.0,0.0,13.259999999999998
2023-06-08 23:00,4.6899999999999995,0.0,314.2406000000001,0.5,0.19,0.45,0.0,0.0,0.0,8.569999999999999
2023-06-09 00:00,5.69,0.0,311.39560000000006,0.5,0.2,0.4,0.0,0.0,0.0,2.879999999999998
2023-06-09 01:00,4.7,0.0,309.08200000000005,0.5,0.18,0.38,1.820000000000002,0.0,0.0,0.0
2023-06-09 02:00,5.42,0.0,306.5888000000001,0.5,0.18,0.36,5.42,0.0,0.0,0.0
2023-06-09 03:00,4.0,0.42,305.0136000000001,0.5,0.17,0.34,3.58,0.0,0.0,0.0
2023-06-09 04:00,4.74,2.16,303.8526000000001,0.5,0.17,0.35,2.58,0.0,0.0,0.0
2023-06-09 05:00,4.58,4.34,303.7374000000001,0.5,0.18,0.38,0.2400000000000002,0.0,0.0,0.0
2023-06-09 06:00,4.67,7.66,305.2324000000001,0.5,0.22,0.45,0.0,0.0,2.99,0.0
2023-06-09 07:00,4.869999999999999,12.2,308.8974000000001,0.5,0.3,0.6,0.0,0.0,10.0,0.3200000000000003
2023-06-09 08:00,9.66,14.12,311.12740000000014,0.5,0.35,0.75,0.0,0.0,10.0,4.779999999999999
2023-06-09 09:00,9.33,16.92,314.92240000000015,0.5,0.4,0.7,0.0,0.0,10.0,12.370000000000001
2023-06-09 10:00,9.96,19.46,319.70980000000014,0.5,0.42,0.55,0.0,1.870000000000001,8.129999999999999,20.0
2023-06-09 11:00,9.57,20.7,325.7378000000001,0.5,0.45,0.5,0.0,9.259999999999998,0.740000000000002,20.0
2023-06-09 12:00,9.41,22.68,332.6134000000001,0.5,0.46,0.48,0.0,4.010000000000002,5.989999999999998,20.0
2023-06-09 13:00,8.94,20.02,338.5069000000001,0.5,0.45,0.46,0.0,7.0699999999999985,2.9300000000000015,20.0
2023-06-09 14:00,8.34,20.84,344.97410000000013,0.5,0.44,0.47,0.0,5.4300000000000015,4.5699999999999985,20.0
2023-06-09 15:00,9.57,18.52,349.4491000000001,0.5,0.4,0.52,0.0,3.519999999999998,6.480000000000002,20.0
2023-06-09 16:00,9.84,15.24,352.1115000000001,0.5,0.38,0.6,0.0,1.8800000000000026,8.119999999999997,20.0
2023-06-09 17:00,7.96,11.64,353.8615000000001,0.5,0.35,0.7,0.0,1.799999999999998,8.200000000000003,20.0
2023-06-09 18:00,9.46,10.12,354.1915000000001,0.5,0.3,0.8,0.0,0.0,8.860000000000001,20.0
2023-06-09 19:00,9.2,7.7,353.4415000000001,0.5,0.28,0.85,0.0,0.0,7.360000000000002,20.0
2023-06-09 20:00,7.379999999999999,3.62,351.5615000000001,0.5,0.25,0.75,0.0,0.0,3.600000000000003,20.0
2023-06-09 21:00,6.830000000000001,2.16,349.22650000000004,0.5,0.22,0.6,0.0,0.0,0.0,18.930000000000003
2023-06-09 22:00,6.13,0.36,346.34150000000005,0.5,0.2,0.5,0.0,0.0,0.0,13.160000000000004
2023-06-09 23:00,4.21,0.0,344.23650000000004,0.5,0.19,0.45,0.0,0.0,0.0,8.950000000000003
2023-06-10 00:00,5.84,0.0,341.3165,0.5,0.2,0.4,0.0,0.0,0.0,3.110000000000003
2023-06-10 01:00,4.890000000000001,0.0,338.9071,0.5,0.18,0.38,1.7799999999999976,0.0,0.0,0.0
2023-06-10 02:00,5.51,0.0,336.3725,0.5,0.18,0.36,5.51,0.0,0.0,0.0
2023-06-10 03:00,4.54,0.42,334.5597,0.5,0.17,0.34,4.12,0.0,0.0,0.0
2023-06-10 04:00,4.08,2.12,333.6777,0.5,0.17,0.35,1.96,0.0,0.0,0.0
2023-06-10 05:00,5.97,5.08,333.25050000000005,0.5,0.18,0.38,0.8899999999999997,0.0,0.0,0.0
2023-06-10 06:00,5.23,8.58,334.92550000000006,0.5,0.22,0.45,0.0,0.0,3.3499999999999996,0.0
2023-06-10 07:00,6.300000000000001,11.1,337.32550000000003,0.5,0.3,0.6,0.0,0.0,8.149999999999999,0.0
2023-06-10 08:00,9.14,13.74,339.62550000000005,0.5,0.35,0.75,0.0,0.0,10.0,2.7499999999999982
2023-06-10 09:00,8.59,17.58,344.12050000000005,0.5,0.4,0.7,0.0,0.0,10.0,11.739999999999997
2023-06-10 10:00,9.32,19.2,349.09290000000004,0.5,0.42,0.55,0.0,1.6199999999999957,8.380000000000004,20.0
2023-06-10 11:00,9.79,19.94,354.59440000000006,0.5,0.45,0.5,0.0,8.530000000000006,1.4699999999999935,20.0
2023-06-10 12:00,9.75,20.76,360.24820000000005,0.5,0.46,0.48,0.0,2.479999999999995,7.520000000000005,20.0
2023-06-10 13:00,10.2,19.14,365.04120000000006,0.5,0.45,0.46,0.0,6.460000000000006,3.539999999999994,20.0
2023-06-10 14:00,10.2,20.76,370.4852000000001,0.5,0.44,0.47,0.0,4.099999999999996,5.900000000000004,20.0
2023-06-10 15:00,9.01,16.74,374.3502000000001,0.5,0.4,0.52,0.0,3.6300000000000026,6.369999999999997,20.0
2023-06-10 16:00,8.709999999999999,16.08,377.9604000000001,0.5,0.38,0.6,0.0,3.7399999999999967,6.260000000000003,20.0
